ARTICLE LINK,PUBLISHED DATE (GMT),Date,PUBLISHER,TITLE,Sentiment,Score
https://news.google.com/__i/rss/rd/articles/CBMiTGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9wb2xpdGljcy8yMDIyLzA5LzEyL3JhaWxyb2FkLXN0cmlrZS1kZWFkbGluZS_SAQA?oc=5,9/12/2022 17:36,9/12/2022,Google News,White House scrambles to avert looming railroad strike - The Washington Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiPWh0dHBzOi8vZ2l6bW9kby5jb20vZGlzbmV5LXNwb3J0cy1iZXR0aW5nLWVzcG4tYXBwLTE4NDk1MjUwMzfSAQA?oc=5,9/12/2022 18:10,9/12/2022,Google News,Disney Might Go All-in on Sports Betting App - Gizmodo,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVWh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS90ZWNobm9sb2d5LzIwMjIvMDkvMTIvYmx1ZS1vcmlnaW4tcm9ja2V0LWxhdW5jaC1hYm9ydC_SAQA?oc=5,9/12/2022 18:13,9/12/2022,Google News,Blue Origin rocket suffers problem during uncrewed launch - The Washington Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vYXBuZXdzLmNvbS9hcnRpY2xlL3NwYWNlLWxhdW5jaGVzLWV4cGxvcmF0aW9uLXNjaWVuY2UtamVmZi1iZXpvcy1lYzc2ZmY0YWFkNjI1Y2YzNDIyOTRhM2ExYTE2YzZhY9IBAA?oc=5,9/12/2022 18:52,9/12/2022,Google News,"Bezos rocket crashes after liftoff, only experiments aboard - The Associated Press",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3LmtwdHYuY29tLzIwMjIvMDkvMTIvb3JlZ29uLWlzLXRvcC1xdWlldC1xdWl0dGluZy1zdGF0ZS1hY2NvcmRpbmctdHdpdHRlci1kYXRhL9IBAA?oc=5,9/12/2022 19:50,9/12/2022,Google News,"Oregon is the top â€˜quiet quittingâ€™ state, according to Twitter data - Fox 12 Oregon",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vbnlwb3N0LmNvbS8yMDIyLzA5LzEyL2hvbGlkYXktcGxhbmUtdGlja2V0LXByaWNlcy1oaXR0aW5nLTUteWVhci1oaWdoLWFzLXRyYXZlbC1jaGFvcy1jb250aW51ZXMv0gEA?oc=5,9/12/2022 19:57,9/12/2022,Google News,Holiday plane ticket prices hitting 5-year high as travel chaos continues - New York Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDkvMTIvc2NpZW5jZS9zcGFjZS9iZXpvcy1ibHVlLW9yaWdpbi1yb2NrZXQtY3Jhc2guaHRtbNIBAA?oc=5,9/12/2022 20:03,9/12/2022,Google News,Bezosâ€™ Rocket Crashes; No People Were Aboard - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA5LTEyL3N0b2Nrcy1hcmUtb24tYS1yb2xsLWluZmxhdGlvbi1kYXRhLWRldGVybWluZXMtaWYtaXQtY29udGludWVz0gEA?oc=5,9/12/2022 20:38,9/12/2022,Google News,US Inflation Data Will Determine If Stock Rally Continues - Bloomberg,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTIvb3JhY2xlLXJlcG9ydHMtMThwZXJjZW50LXJldmVudWUtZ3Jvd3RoLWFmdGVyLWNlcm5lci1kZWFsLWNsb3Nlcy5odG1s0gEA?oc=5,9/12/2022 20:41,9/12/2022,Google News,Oracle reports 18% revenue growth after Cerner deal closes - CNBC,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS90cmFuc3BvcnRhdGlvbi8yMDIyLzA5LzEyL3JhaWwtc3RyaWtlLXBhc3NlbmdlcnMtYW10cmFrL9IBAA?oc=5,9/12/2022 21:18,9/12/2022,Google News,Amtrak cancels some long-distance trips as freight strike threat looms - The Washington Post,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMi9idXNpbmVzcy9hbXRyYWstc3VzcGVuZHMtbG9uZy1oYXVsLWZyZWlnaHQtcmFpbC1zdHJpa2UvaW5kZXguaHRtbNIBAA?oc=5,9/12/2022 21:44,9/12/2022,Google News,Amtrak suspends some long haul routes ahead of potential freight rail strike - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiaGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvZGVhbHMvbW9zdC10d2l0dGVyLXNoYXJlaG9sZGVycy12b3RlLWZhdm9yLXNhbGUtbXVzay1zb3VyY2VzLTIwMjItMDktMTIv0gEA?oc=5,9/12/2022 21:45,9/12/2022,Google News,"Most Twitter shareholders vote in favor of sale to Musk, sources say - Reuters.com",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMi90ZWNoL3BldGVyLXphdGtvLXR3aXR0ZXItd2hpc3RsZWJsb3dlci1oZWFyaW5nLXdhbGt1cC9pbmRleC5odG1s0gEA?oc=5,9/12/2022 22:05,9/12/2022,Google News,Twitter's whistleblower goes to Congress to warn of global security threats - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiN2h0dHBzOi8vd3d3Lndlc2guY29tL2FydGljbGUvYmx1ZS1vcmlnaW4tYWJvcnQvNDExNjkyMTbSAQA?oc=5,9/12/2022 22:32,9/12/2022,Google News,FAA grounds Blue Origin New Shepard after emergency abort during launch - WESH 2 Orlando,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDkvMTIvYnVzaW5lc3MvcGVsb3Rvbi1yZXNpZ25hdGlvbnMtZm9sZXkta3VzaGkuaHRtbNIBAA?oc=5,9/12/2022 23:03,9/12/2022,Google News,2 Peloton Founders Are Leaving the Company - The New York Times,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiggFodHRwczovL3d3dy5jaGljYWdvdHJpYnVuZS5jb20vYnVzaW5lc3MvY3QtYml6LWFtdHJhay1zZXJ2aWNlLXJhaWxyb2FkLXN0cmlrZS1tZXRyYS0yMDIyMDkxMi10YXR5Z2NhbDNyZWZ4ZHlybnB4cWxicGM1bS1zdG9yeS5odG1s0gEA?oc=5,9/12/2022 23:21,9/12/2022,Google News,Amtrak begins canceling trips as a freight railroad strike deadline approaches - Chicago Tribune,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMi90ZWNoL3R3aXR0ZXItY2VvLXNlbmF0ZS1qdWRpY2lhcnktbGV0dGVyL2luZGV4Lmh0bWzSAQA?oc=5,9/13/2022 0:04,9/13/2022,Google News,US lawmakers question Twitter on security practices on eve of whistleblower testimony - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmF4aW9zLmNvbS8yMDIyLzA5LzEzL3BlbG90b24tbmV0ZmxpeC1zdHJhdGVneS1jb250ZW50LXJlY29tbWVuZGF0aW9u0gEA?oc=5,9/13/2022 0:11,9/13/2022,Google News,Peloton to offer a more Netflix-like experience - Axios,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL3VzL3VzLWNoYW1iZXItY29tbWVyY2UtY2FsbHMtdXJnZW50LWFjdGlvbi1hdm9pZC1yYWlscm9hZC1zdHJpa2UtMjAyMi0wOS0xMi_SAQA?oc=5,9/13/2022 0:40,9/13/2022,Google News,"Biden administration presses unions, railroads to avoid shutdown - Reuters",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTMvYXNpYS1tYXJrZXRzLXVzLWNwaS1pbmZsYXRpb24taW50ZXJlc3QtcmF0ZXMtY3VycmVuY2llcy5odG1s0gEA?oc=5,9/13/2022 2:48,9/13/2022,Google News,Asia-Pacific markets rise ahead of U.S. inflation report; South Korea stocks up 2% on return after holiday - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiOWh0dHBzOi8vd3d3LmVuZ2FkZ2V0LmNvbS9ibHVlLW9yaWdpbi1ucy0yMy0wMzIyMDI3MjguaHRtbNIBAA?oc=5,9/13/2022 3:24,9/13/2022,Google News,Uncrewed Blue Origin capsule lands safely after New Shepard rocket failure - Engadget,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9ib2ZhLXN1cnZleS1zaG93cy1pbnZlc3RvcnMtZmxlZWluZy0wOTAyMzg5NjYuaHRtbNIBWWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vYW1waHRtbC9uZXdzL2JvZmEtc3VydmV5LXNob3dzLWludmVzdG9ycy1mbGVlaW5nLTA5MDIzODk2Ni5odG1s?oc=5,9/13/2022 9:02,9/13/2022,Google News,BofA Survey Shows Investors Fleeing Equities en Masse on Fear of Recession - Yahoo Finance,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTMvYm9uZC15aWVsZHMtZGlwLWZvbGxvd2luZy1uZXdzLW9mLWxvd2VyLWluZmxhdGlvbi1leHBlY3RhdGlvbnMuaHRtbNIBAA?oc=5,9/13/2022 9:17,9/13/2022,Google News,Bond yields dip following news of lower inflation expectations - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMy9lY29ub215L2hvbGlkYXktZm9yZWNhc3QtZGVsb2l0dGUvaW5kZXguaHRtbNIBAA?oc=5,9/13/2022 10:11,9/13/2022,Google News,Americans won't be going crazy with holiday gifting this year - CNN,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3RlY2hub2xvZ3kvY3J5cHRvdmVyc2UtZXRoZXItc25hcHMtYml0Y29pbnMtaGVlbHMtcmFjZS1jcnlwdG8tY3Jvd24tMjAyMi0wOS0xMy_SAQA?oc=5,9/13/2022 10:26,9/13/2022,Google News,Cryptoverse: Ether snaps at bitcoin's heels in race for crypto crown - Reuters,positive,1
https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3Lm5wci5vcmcvc2VjdGlvbnMvbW9uZXkvMjAyMi8wOS8xMy8xMTIyMDU5NDAyL3RoZS1lY29ub21pY3MtYmVoaW5kLXF1aWV0LXF1aXR0aW5nLWFuZC13aGF0LXdlLXNob3VsZC1jYWxsLWl0LWluc3RlYWTSAQA?oc=5,9/13/2022 10:31,9/13/2022,Google News,The economics behind 'quiet quitting' â€” and what we should call it instead - NPR,positive,1
https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTMvaW5mbGF0aW9uLXJvc2UtMHBvaW50MXBlcmNlbnQtaW4tYXVndXN0LWV2ZW4td2l0aC1zaGFycC1kcm9wLWluLWdhcy1wcmljZXMuaHRtbNIBAA?oc=5,9/13/2022 12:31,9/13/2022,Google News,Inflation rose 0.1% in August even with sharp drop in gas prices - CNBC,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTA5LTEzL3VzLWluZmxhdGlvbi10b3BzLWZvcmVjYXN0cy1jZW1lbnRpbmctb2Rkcy1vZi1iaWctZmVkLWhpa2XSAQA?oc=5,9/13/2022 12:33,9/13/2022,Google News,"US Inflation Tops Forecasts, Cementing Odds of Big Fed Hike - Bloomberg",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9zdG9jay1tYXJrZXQtbmV3cy1saXZlLXVwZGF0ZXMtc2VwdGVtYmVyLTEzLTIwMjItMDkwMjM1MDYwLmh0bWzSAQA?oc=5,9/13/2022 12:37,9/13/2022,Google News,Stock market news live updates: Stock futures tumble after inflation rises more than expected - Yahoo Finance,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9WmxJTzVrVDlsUFnSAQA?oc=5,9/13/2022 13:08,9/13/2022,Google News,US August Consumer Price Index Tops Forecasts - Bloomberg Markets and Finance,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiQ2h0dHBzOi8vd3d3Lndzai5jb20vbGl2ZWNvdmVyYWdlL3N0b2NrLW1hcmtldC1uZXdzLXRvZGF5LTA5LTEzLTIwMjLSAUdodHRwczovL3d3dy53c2ouY29tL2FtcC9saXZlY292ZXJhZ2Uvc3RvY2stbWFya2V0LW5ld3MtdG9kYXktMDktMTMtMjAyMg?oc=5,9/13/2022 13:24,9/13/2022,Google News,CPI Report Live Updates: U.S. Inflation Slowed Slightly to 8.3% in August - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vb2lscHJpY2UuY29tL0xhdGVzdC1FbmVyZ3ktTmV3cy9Xb3JsZC1OZXdzL0dvbGRtYW4tV2FybnMtRVUtRW5lcmd5LVByaWNlLUZyZWV6ZS1Db3VsZC1CYWNrZmlyZS5odG1s0gEA?oc=5,9/13/2022 13:30,9/13/2022,Google News,EU Scraps Price Cap On Russian Natural Gas - OilPrice.com,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiXGh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTMvaW5mbGF0aW9uLXJvc2UtaW4tYXVndXN0LWZlZC1pbnRlcmVzdC1yYXRlLWhpa2VzLWxpa2VseS5odG1s0gFgaHR0cHM6Ly93d3cuY25iYy5jb20vYW1wLzIwMjIvMDkvMTMvaW5mbGF0aW9uLXJvc2UtaW4tYXVndXN0LWZlZC1pbnRlcmVzdC1yYXRlLWhpa2VzLWxpa2VseS5odG1s?oc=5,9/13/2022 13:35,9/13/2022,Google News,Inflation is up 8.3% since last yearâ€”and more Fed rate hikes are likely looming - CNBC,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTIvc3RvY2stZnV0dXJlcy1hcmUtaGlnaGVyLWFzLXdhbGwtc3RyZWV0LWF3YWl0cy1rZXktaW5mbGF0aW9uLXJlcG9ydC0uaHRtbNIBAA?oc=5,9/13/2022 13:37,9/13/2022,Google News,"Stocks fall sharply as hot inflation report points to more aggressive Fed, Nasdaq slides nearly 3% - CNBC",neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMijgFodHRwczovL3d3dy53aGl0ZWhvdXNlLmdvdi9icmllZmluZy1yb29tL3N0YXRlbWVudHMtcmVsZWFzZXMvMjAyMi8wOS8xMy9zdGF0ZW1lbnQtb2YtcHJlc2lkZW50LWpvZS1iaWRlbi1vbi1jb25zdW1lci1wcmljZS1pbmRleC1pbi1zZXB0ZW1iZXIv0gEA?oc=5,9/13/2022 13:55,9/13/2022,Google News,Statement of President Joe Biden on Consumer Price Index in September - The White House,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTMvcGVsb3Rvbi1leHBhbmRzLWJpa2UtcmVudGFsLXByb2dyYW0tbmF0aW9ud2lkZS5odG1s0gEA?oc=5,9/13/2022 14:15,9/13/2022,Google News,Peloton expands Bike rental program nationwide - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiOmh0dHBzOi8vZm9ydHVuZS5jb20vMjAyMi8wOS8xMy9ldGhlcmV1bS1taW5lcnMtZm9yay1tZXJnZS_SAQA?oc=5,9/13/2022 14:28,9/13/2022,Google News,Miners say they plan to fork Ethereum within 24 hours of â€˜mergeâ€™ - Fortune,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiX2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTMvd2h5LXRveW90YS10aGUtd29ybGRzLWxhcmdlc3QtYXV0b21ha2VyLWlzbnQtYWxsLWluLW9uLWV2cy5odG1s0gEA?oc=5,9/13/2022 14:28,9/13/2022,Google News,Why Toyota â€“ the world's largest automaker â€“ isn't all-in on electric vehicles - CNBC,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9MGRJUE1JRlE5aUHSAQA?oc=5,9/13/2022 15:08,9/13/2022,Google News,Former FTC commissioner reacts to Twitter whistleblower's opening remarks - CNBC Television,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LmZyZWVwLmNvbS9zdG9yeS9saWZlL2Zvb2QvMjAyMi8wOS8xMy9ncm9jZXJ5LXByaWNlcy1pbmZsYXRpb24vNjk0OTE4NDUwMDcv0gEA?oc=5,9/13/2022 15:24,9/13/2022,Google News,Grocery prices hit hard by inflation: How much costs have gone up - Detroit Free Press,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMigQFodHRwczovL3d3dy51c2F0b2RheS5jb20vc3RvcnkvbW9uZXkvcGVyc29uYWxmaW5hbmNlLzIwMjIvMDkvMTMvc29jaWFsLXNlY3VyaXR5LWNvc3QtbGl2aW5nLWJvb3N0LWNvbGEtMjAyMy1uZmxhdGlvbi8xMDM2MTg4NzAwMi_SAQA?oc=5,9/13/2022 15:29,9/13/2022,Google News,COLA 2023: Social Security cost-of-living bump could hit 8.7% - USA TODAY,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiiAFodHRwczovL3d3dy5jbmJjLmNvbS8yMDIyLzA5LzEzL3N0YXJidWNrcy1wcm9qZWN0cy1sb25nLXRlcm0tZWFybmluZ3MtcmV2ZW51ZS1ncm93dGgtaW4tZG91YmxlLWRpZ2l0cy1hcy1pdC1pbXBsZW1lbnRzLW5ldy1zdHJhdGVneS5odG1s0gEA?oc=5,9/13/2022 15:43,9/13/2022,Google News,"Starbucks outlines plans for automated ordering, new coffee equipment to improve efficiency - CNBC",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS9idXNpbmVzcy8yMDIyLzA5LzEzL3JhaWwtc3RyaWtlLXJhaWxyb2FkLXNodXRkb3duLWJpZGVuL9IBAA?oc=5,9/13/2022 15:47,9/13/2022,Google News,"Freight rail strike threatens supply chains, prompting White House planning - The Washington Post",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiSWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDkvMTMvYnVzaW5lc3MvbWFya2V0cy1pbmZsYXRpb24tc3RvY2tzLmh0bWzSAQA?oc=5,9/13/2022 15:52,9/13/2022,Google News,Stocks Fall After Higher-Than-Expected Inflation Data - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL3RlY2gtcG9saWN5LzIwMjIvMDkvc2VuYXRvcnMtYmxhc3QtdHdpdHRlcnMtYWxsZWdlZC1zZWN1cml0eS1mYWlsdXJlcy1hcy13aGlzdGxlYmxvd2VyLXRlc3RpZmllcy_SAX9odHRwczovL2Fyc3RlY2huaWNhLmNvbS90ZWNoLXBvbGljeS8yMDIyLzA5L3NlbmF0b3JzLWJsYXN0LXR3aXR0ZXJzLWFsbGVnZWQtc2VjdXJpdHktZmFpbHVyZXMtYXMtd2hpc3RsZWJsb3dlci10ZXN0aWZpZXMvP2FtcD0x?oc=5,9/13/2022 16:25,9/13/2022,Google News,Senators blast Twitterâ€™s alleged security failures as whistleblower testifies - Ars Technica,positive,1
https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDkvMTMvdHdpdHRlci1zaGFyZWhvbGRlcnMtdm90ZS10by1hcHByb3ZlLWVsb24tbXVza3MtYmlkLXRvLWJ1eS10aGUtY29tcGFueS5odG1s0gEA?oc=5,9/13/2022 17:12,9/13/2022,Google News,Twitter shareholders vote to approve Elon Musk's bid to buy the company - CNBC,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vd3d3LnJldXRlcnMuY29tL21hcmtldHMvdXMvbW9udGhseS11cy1jb25zdW1lci1wcmljZXMtdW5leHBlY3RlZGx5LXJpc2UtYXVndXN0LWNvcmUtaW5mbGF0aW9uLXBpY2tzLXVwLTIwMjItMDktMTMv0gEA?oc=5,9/13/2022 17:24,9/13/2022,Google News,"Stubbornly high rents, food prices boost U.S. inflation in August - Reuters",positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMy90ZWNoL3R3aXR0ZXItZWxvbi1tdXNrLWRlYWwtc2hhcmVob2xkZXItdm90ZS9pbmRleC5odG1s0gEA?oc=5,9/13/2022 17:55,9/13/2022,Google News,Twitter shareholders vote in favor of Elon Musk's $44 billion takeover deal - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LnNwYWNlLmNvbS9ibHVlLW9yaWdpbi1uZXctc2hlcGFyZC1ncm91bmRlZC1mYWEtaW52ZXN0aWdhdGlvbtIBAA?oc=5,9/13/2022 18:08,9/13/2022,Google News,Blue Origin's New Shepard rocket grounded as FAA investigates launch failure - Space.com,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiSmh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9saXZlLW5ld3Mvc3RvY2stbWFya2V0LXRvZGF5LXNlcHRlbWJlci0xMy0yMDIy0gEA?oc=5,9/13/2022 18:11,9/13/2022,Google News,STOCK MARKET NEWS: Inflation report sends Dow to worst day since June 2020 - Fox Business,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LmVuZ2FkZ2V0LmNvbS9ob25kYS1tb3RvcmN5Y2xlLWVsZWN0cmlmaWNhdGlvbi0xODExNTA1NDMuaHRtbNIBAA?oc=5,9/13/2022 18:14,9/13/2022,Google News,Honda plans to release 10 electric motorcycles by 2025 - Engadget,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiW2h0dHBzOi8vdGhlaGlsbC5jb20vaG9tZW5ld3MvMzY0MDY2OC1mYXRmaXJlLWlzLXRoZS1hbnRpLXF1aWV0LXF1aXR0aW5nLWhlcmVzLWhvdy1pdC13b3Jrcy_SAV9odHRwczovL3RoZWhpbGwuY29tL2hvbWVuZXdzLzM2NDA2NjgtZmF0ZmlyZS1pcy10aGUtYW50aS1xdWlldC1xdWl0dGluZy1oZXJlcy1ob3ctaXQtd29ya3MvYW1wLw?oc=5,9/13/2022 18:38,9/13/2022,Google News,â€˜FatFIREâ€™ is the anti-â€˜quiet quittingâ€™ â€” hereâ€™s how it works - The Hill,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9NTJFcjVyV3dEU0nSAQA?oc=5,9/13/2022 18:47,9/13/2022,Google News,2022 Ferrari Purosangue revealed | evo UNWRAPPED - EVO,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiWGh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDkvMTMvdGVjaG5vbG9neS90d2l0dGVyLXdoaXN0bGUtYmxvd2VyLXNlY3VyaXR5LWZsYXdzLmh0bWzSAQA?oc=5,9/13/2022 18:51,9/13/2022,Google News,Whistle-Blower Says Twitter â€˜Chose to Misleadâ€™ on Security Flaws - The New York Times,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmNubi5jb20vMjAyMi8wOS8xMy90ZWNoL3ViZXItbmV3LWplcnNleS0xMDAtbWlsbGlvbi1kcml2ZXItY2xhc3NpZmljYXRpb24vaW5kZXguaHRtbNIBAA?oc=5,9/13/2022 19:01,9/13/2022,Google News,Uber and its subsidiary pay New Jersey $100 million in back taxes over driver classification dispute - CNN,neutral,0.5
https://news.google.com/__i/rss/rd/articles/CBMiUGh0dHBzOi8vd3d3LmNubi5jb20vYnVzaW5lc3MvbGl2ZS1uZXdzL3N0b2Nrcy1tYXJrZXRzLXRvZGF5LWluZmxhdGlvbi9pbmRleC5odG1s0gFUaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vYnVzaW5lc3MvbGl2ZS1uZXdzL3N0b2Nrcy1tYXJrZXRzLXRvZGF5LWluZmxhdGlvbi9pbmRleC5odG1s?oc=5,9/13/2022 19:05,9/13/2022,Google News,Live updates: Stock market tumbles as America's prices keep rising - CNN,positive,1
https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3Lndzai5jb20vYXJ0aWNsZXMvZ2xvYmFsLXN0b2Nrcy1tYXJrZXRzLWRvdy11cGRhdGUtMDktMTMtMjAyMi0xMTY2MzA2NTYyNdIBAA?oc=5,9/13/2022 19:11,9/13/2022,Google News,Stocks Fall on Hotter-Than-Expected Inflation Data - The Wall Street Journal,positive,1
https://news.google.com/__i/rss/rd/articles/CBMicGh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS9hcy13YWxsLXN0cmVldC1yb3V0LXdvcnNlbnMtb25seS02LXNwLTUwMC1zdG9ja3MtYXJlLXRyYWRpbmctaGlnaGVyLTIwMjItMDktMTPSAXRodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL3N0b3J5L2FzLXdhbGwtc3RyZWV0LXJvdXQtd29yc2Vucy1vbmx5LTYtc3AtNTAwLXN0b2Nrcy1hcmUtdHJhZGluZy1oaWdoZXItMjAyMi0wOS0xMw?oc=5,9/13/2022 19:23,9/13/2022,Google News,"As Wall Street rout worsens, only 5 S&P 500 stocks are trading higher - MarketWatch",positive,1
https://news.google.com/__i/rss/rd/articles/CBMibmh0dHBzOi8vd3d3LmZveGJ1c2luZXNzLmNvbS9lY29ub215L3N1cnByaXNpbmdseS1ob3QtYXVndXN0LWluZmxhdGlvbi1kYXRhLXNvbGlkaWZpZXMtb2Rkcy1qdW1iby1mZWQtcmF0ZS1oaWtl0gEA?oc=5,9/13/2022 19:23,9/13/2022,Google News,Surprisingly hot August inflation data solidifies odds of another jumbo Fed rate hike - Fox Business,negative,0
https://news.google.com/__i/rss/rd/articles/CBMiZmh0dHBzOi8vd3d3Lm1hcmtldHdhdGNoLmNvbS9zdG9yeS90aGUtYmlnZ2VzdC1mZWQtcmF0ZS1oaWtlLWluLTQwLXllYXJzLWl0LW1pZ2h0LWJlLWNvbWluZy0xMTY2MzA5NzIyN9IBAA?oc=5,9/13/2022 19:27,9/13/2022,Google News,The biggest Fed rate hike in 40 years? It could be coming next week. - MarketWatch,neutral,0.5
